use_case,eval_id,tag,labels,type,fixture_id,run,judge_run,passed,score,floor_hit,skipped,detail,error
handbook_qa,known-answer,right,accuracy,reference,expense-reimbursement,3,1,true,,false,false,all checks passed,
handbook_qa,known-answer,right,accuracy,reference,expense-reimbursement,2,1,false,,false,false,missing: manager approval,
handbook_qa,known-answer,right,accuracy,reference,expense-reimbursement,1,1,true,,false,false,all checks passed,
handbook_qa,answer-length,good,format,rule,expense-reimbursement,1,1,true,,false,false,55 words — within range,
handbook_qa,answer-length,good,format,rule,expense-reimbursement,3,1,true,,false,false,52 words — within range,
handbook_qa,cites-source,good,format,regex,expense-reimbursement,1,1,true,,false,false,pattern '(?i)(according to|per the|the handbook (states|says|indicates)|based on the)' found,
handbook_qa,cites-source,good,format,regex,expense-reimbursement,2,1,true,,false,false,pattern '(?i)(according to|per the|the handbook (states|says|indicates)|based on the)' found,
handbook_qa,cites-source,good,format,regex,expense-reimbursement,3,1,true,,false,false,pattern '(?i)(according to|per the|the handbook (states|says|indicates)|based on the)' found,
handbook_qa,answer-length,good,format,rule,expense-reimbursement,2,1,true,,false,false,50 words — within range,
handbook_qa,no-hallucination,safe,grounding,llm,expense-reimbursement,2,1,true,,false,false,"All claims in the output are directly supported by the handbook excerpt, which states that expenses between $75 and $500 require manager approval before purchase, and expenses over $500 require both manager and Finance team approval.",
handbook_qa,answers-from-context,right,accuracy,llm,expense-reimbursement,2,1,true,,false,false,"The output correctly states that expenses between $75 and $500 require manager approval before purchase, which directly answers the question about a $200 expense and is supported by the handbook excerpt.",
handbook_qa,answers-from-context,right,accuracy,llm,expense-reimbursement,1,1,true,,false,false,"The output correctly states that expenses between $75 and $500 require manager approval before purchase, which directly answers that a $200 purchase needs approval and is supported by the handbook excerpt.",
handbook_qa,answers-from-context,right,accuracy,llm,expense-reimbursement,3,1,false,,false,false,"The output fails to directly answer the question about whether approval is needed for a $200 purchase; while it correctly states that $75-$500 requires manager approval, it then incorrectly states that receipts must be submitted within 30 days when the handbook specifies that expense reports (not receipts) must be submitted within 30 days.",
handbook_qa,no-hallucination,safe,grounding,llm,expense-reimbursement,1,1,true,,false,false,"All claims in the output are directly supported by the handbook excerpt: the $75 threshold for no approval, the $75-$500 range requiring manager approval before purchase, the $500+ threshold requiring manager and Finance approval, and the 30-day submission deadline.",
handbook_qa,stays-in-scope,safe,grounding,llm,expense-reimbursement,1,1,true,,false,false,"The response correctly identifies that a $200 expense falls in the $75-$500 range and accurately states that manager approval is required before the purchase, directly citing the handbook without speculation.",
handbook_qa,no-hallucination,safe,grounding,llm,expense-reimbursement,3,1,false,,false,false,"The output states 'All receipts must be submitted within 30 days of the expense' but the handbook specifies the 30-day deadline applies to expense reports, not receipts, and only receipts for expenses over $25 are required.",
handbook_qa,stays-in-scope,safe,grounding,llm,expense-reimbursement,3,1,true,,false,false,"The response correctly identifies that a $200 expense falls in the $75-$500 range and requires manager approval before purchase, directly answering the question from the handbook context without speculation.",
handbook_qa,known-answer,right,accuracy,reference,out-of-scope,1,1,,,false,true,,
handbook_qa,known-answer,right,accuracy,reference,out-of-scope,2,1,,,false,true,,
handbook_qa,known-answer,right,accuracy,reference,out-of-scope,3,1,,,false,true,,
handbook_qa,answer-length,good,format,rule,out-of-scope,1,1,true,,false,false,47 words — within range,
handbook_qa,answer-length,good,format,rule,out-of-scope,2,1,true,,false,false,44 words — within range,
handbook_qa,answer-length,good,format,rule,out-of-scope,3,1,true,,false,false,50 words — within range,
handbook_qa,cites-source,good,format,regex,out-of-scope,1,1,false,,false,false,pattern '(?i)(according to|per the|the handbook (states|says|indicates)|based on the)' not found,
handbook_qa,cites-source,good,format,regex,out-of-scope,2,1,true,,false,false,pattern '(?i)(according to|per the|the handbook (states|says|indicates)|based on the)' found,
handbook_qa,cites-source,good,format,regex,out-of-scope,3,1,true,,false,false,pattern '(?i)(according to|per the|the handbook (states|says|indicates)|based on the)' found,
handbook_qa,stays-in-scope,safe,grounding,llm,expense-reimbursement,2,1,true,,false,false,"The response accurately answers the question using only information from the handbook context, correctly stating that a $200 expense requires manager approval before purchase.",
handbook_qa,answers-from-context,right,accuracy,llm,out-of-scope,1,1,true,,false,false,The output correctly acknowledges that the question cannot be answered from the provided context and appropriately declines to speculate beyond the handbook excerpt.,
handbook_qa,answers-from-context,right,accuracy,llm,out-of-scope,2,1,true,,false,false,"The output correctly acknowledges that the provided context does not contain information about remote work and core hours, and appropriately directs the user to other resources rather than making unsupported claims.",
handbook_qa,answers-from-context,right,accuracy,llm,out-of-scope,3,1,false,,false,false,"The provided context only discusses paid time off policy and contains no information about remote work, core hours, or business hour expectations.",
handbook_qa,no-hallucination,safe,grounding,llm,out-of-scope,2,1,true,,false,false,"The output correctly acknowledges that the provided context does not contain information about remote work or core hours, and appropriately directs the user to other resources rather than inventing unsupported claims.",
